,Time,Vibration RMS Velocity,Temperature,Name,Datetime
309,8.8.2022 00:14:48,0.88,28.2,air fan,2022-08-08 00:14:48
307,8.8.2022 00:46:29,0.85,52.2,humidifier Condair,2022-08-08 00:46:29
307,8.8.2022 00:53:31,0.39,31.6,control valve,2022-08-08 00:53:31
308,8.8.2022 00:53:34,0.8,29.2,control cabinet,2022-08-08 00:53:34
308,8.8.2022 01:10:45,0.54,38.6,HVAC drive,2022-08-08 01:10:45
308,8.8.2022 01:15:00,0.88,28.2,air fan,2022-08-08 01:15:00
306,8.8.2022 01:47:02,0.73,52.3,humidifier Condair,2022-08-08 01:47:02
306,8.8.2022 01:53:49,0.33,31.6,control valve,2022-08-08 01:53:49
307,8.8.2022 01:53:50,0.8,29.3,control cabinet,2022-08-08 01:53:50
307,8.8.2022 02:11:08,0.43,38.6,HVAC drive,2022-08-08 02:11:08
307,8.8.2022 02:15:13,0.91,28.1,air fan,2022-08-08 02:15:13
305,8.8.2022 02:47:34,0.16,52.2,humidifier Condair,2022-08-08 02:47:34
306,8.8.2022 02:54:06,0.8,29.3,control cabinet,2022-08-08 02:54:06
305,8.8.2022 02:54:07,0.34,31.6,control valve,2022-08-08 02:54:07
306,8.8.2022 03:11:32,0.54,38.6,HVAC drive,2022-08-08 03:11:32
306,8.8.2022 03:15:25,0.88,28.1,air fan,2022-08-08 03:15:25
304,8.8.2022 03:48:07,0.83,52.3,humidifier Condair,2022-08-08 03:48:07
305,8.8.2022 03:54:24,0.76,29.2,control cabinet,2022-08-08 03:54:24
304,8.8.2022 03:54:24,0.39,31.6,control valve,2022-08-08 03:54:24
305,8.8.2022 04:11:57,0.57,38.6,HVAC drive,2022-08-08 04:11:57
305,8.8.2022 04:15:37,0.69,28.2,air fan,2022-08-08 04:15:37
303,8.8.2022 04:48:38,0.31,52.3,humidifier Condair,2022-08-08 04:48:38
303,8.8.2022 04:54:41,0.37,31.6,control valve,2022-08-08 04:54:41
304,8.8.2022 04:54:42,0.76,29.3,control cabinet,2022-08-08 04:54:42
304,8.8.2022 05:12:22,0.45,38.7,HVAC drive,2022-08-08 05:12:22
304,8.8.2022 05:15:47,0.77,28.2,air fan,2022-08-08 05:15:47
302,8.8.2022 05:49:12,0.79,52.3,humidifier Condair,2022-08-08 05:49:12
302,8.8.2022 05:54:57,0.39,31.5,control valve,2022-08-08 05:54:57
303,8.8.2022 05:54:57,0.76,29.3,control cabinet,2022-08-08 05:54:57
303,8.8.2022 06:12:46,0.47,38.7,HVAC drive,2022-08-08 06:12:46
303,8.8.2022 06:15:57,0.8,28.3,air fan,2022-08-08 06:15:57
301,8.8.2022 06:49:45,0.34,52.3,humidifier Condair,2022-08-08 06:49:45
301,8.8.2022 06:55:13,0.36,31.5,control valve,2022-08-08 06:55:13
302,8.8.2022 06:55:13,0.76,29.3,control cabinet,2022-08-08 06:55:13
302,8.8.2022 07:13:07,0.45,38.6,HVAC drive,2022-08-08 07:13:07
302,8.8.2022 07:16:09,0.84,28.2,air fan,2022-08-08 07:16:09
300,8.8.2022 07:50:20,0.59,52.3,humidifier Condair,2022-08-08 07:50:20
301,8.8.2022 07:55:32,0.83,29.2,control cabinet,2022-08-08 07:55:32
300,8.8.2022 07:55:32,0.37,31.5,control valve,2022-08-08 07:55:32
301,8.8.2022 08:13:28,0.5,38.6,HVAC drive,2022-08-08 08:13:28
301,8.8.2022 08:16:18,1.1,28.1,air fan,2022-08-08 08:16:18
299,8.8.2022 08:50:54,0.8,52.3,humidifier Condair,2022-08-08 08:50:54
299,8.8.2022 08:55:52,0.33,31.5,control valve,2022-08-08 08:55:52
300,8.8.2022 08:55:55,0.77,29.2,control cabinet,2022-08-08 08:55:55
300,8.8.2022 09:13:51,0.47,38.7,HVAC drive,2022-08-08 09:13:51
300,8.8.2022 09:16:32,0.73,28.1,air fan,2022-08-08 09:16:32
298,8.8.2022 09:51:30,0.12,52.3,humidifier Condair,2022-08-08 09:51:30
298,8.8.2022 09:56:13,0.36,31.5,control valve,2022-08-08 09:56:13
299,8.8.2022 09:56:13,0.76,29.3,control cabinet,2022-08-08 09:56:13
299,8.8.2022 10:14:15,0.6,38.6,HVAC drive,2022-08-08 10:14:15
299,8.8.2022 10:16:45,1.1,28.0,air fan,2022-08-08 10:16:45
297,8.8.2022 10:52:06,0.12,52.3,humidifier Condair,2022-08-08 10:52:06
298,8.8.2022 10:56:33,0.76,29.3,control cabinet,2022-08-08 10:56:33
297,8.8.2022 10:56:36,0.3,31.4,control valve,2022-08-08 10:56:36
298,8.8.2022 11:14:39,0.46,38.6,HVAC drive,2022-08-08 11:14:39
298,8.8.2022 11:16:44,0.77,28.1,air fan,2022-08-08 11:16:44
296,8.8.2022 11:52:42,0.16,52.1,humidifier Condair,2022-08-08 11:52:42
296,8.8.2022 11:57:04,0.34,31.4,control valve,2022-08-08 11:57:04
297,8.8.2022 11:57:11,0.77,29.3,control cabinet,2022-08-08 11:57:11
297,8.8.2022 12:15:05,0.57,38.6,HVAC drive,2022-08-08 12:15:05
297,8.8.2022 12:16:55,0.95,28.0,air fan,2022-08-08 12:16:55
295,8.8.2022 12:53:19,0.69,51.9,humidifier Condair,2022-08-08 12:53:19
296,8.8.2022 12:57:33,0.76,29.3,control cabinet,2022-08-08 12:57:33
295,8.8.2022 12:57:35,0.33,31.4,control valve,2022-08-08 12:57:35
296,8.8.2022 13:17:06,1.06,28.0,air fan,2022-08-08 13:17:06
294,8.8.2022 13:53:55,0.85,51.9,humidifier Condair,2022-08-08 13:53:55
295,8.8.2022 13:57:56,0.76,29.3,control cabinet,2022-08-08 13:57:56
294,8.8.2022 13:58:04,0.37,31.4,control valve,2022-08-08 13:58:04
296,8.8.2022 14:15:58,0.54,38.6,HVAC drive,2022-08-08 14:15:58
295,8.8.2022 14:17:11,0.84,28.0,air fan,2022-08-08 14:17:11
293,8.8.2022 14:54:40,0.5,52.0,humidifier Condair,2022-08-08 14:54:40
294,8.8.2022 14:58:23,0.76,29.3,control cabinet,2022-08-08 14:58:23
293,8.8.2022 14:58:30,0.31,31.5,control valve,2022-08-08 14:58:30
295,8.8.2022 15:16:20,0.46,38.7,HVAC drive,2022-08-08 15:16:20
294,8.8.2022 15:17:12,0.8,28.0,air fan,2022-08-08 15:17:12
292,8.8.2022 15:55:15,0.39,52.3,humidifier Condair,2022-08-08 15:55:15
293,8.8.2022 15:58:46,0.77,29.3,control cabinet,2022-08-08 15:58:46
292,8.8.2022 15:59:03,0.33,31.5,control valve,2022-08-08 15:59:03
294,8.8.2022 16:16:45,0.38,38.7,HVAC drive,2022-08-08 16:16:45
293,8.8.2022 16:17:12,0.99,28.0,air fan,2022-08-08 16:17:12
291,8.8.2022 16:55:49,0.34,52.5,humidifier Condair,2022-08-08 16:55:49
292,8.8.2022 16:59:04,0.77,29.3,control cabinet,2022-08-08 16:59:04
291,8.8.2022 16:59:13,0.32,31.5,control valve,2022-08-08 16:59:13
293,8.8.2022 17:17:12,0.48,38.7,HVAC drive,2022-08-08 17:17:12
292,8.8.2022 17:17:16,0.91,28.0,air fan,2022-08-08 17:17:16
290,8.8.2022 17:56:24,0.16,52.2,humidifier Condair,2022-08-08 17:56:24
290,8.8.2022 17:59:31,0.36,31.5,control valve,2022-08-08 17:59:31
291,8.8.2022 17:59:40,0.76,29.3,control cabinet,2022-08-08 17:59:40
292,8.8.2022 18:17:41,0.46,38.7,HVAC drive,2022-08-08 18:17:41
291,8.8.2022 18:17:42,0.76,28.0,air fan,2022-08-08 18:17:42
289,8.8.2022 18:56:59,0.31,52.5,humidifier Condair,2022-08-08 18:56:59
290,8.8.2022 18:59:52,0.8,29.3,control cabinet,2022-08-08 18:59:52
289,8.8.2022 18:59:54,0.4,31.6,control valve,2022-08-08 18:59:54
291,8.8.2022 19:17:59,0.52,38.7,HVAC drive,2022-08-08 19:17:59
290,8.8.2022 19:17:59,1.06,28.0,air fan,2022-08-08 19:17:59
288,8.8.2022 19:57:34,0.12,52.3,humidifier Condair,2022-08-08 19:57:34
289,8.8.2022 20:00:13,0.77,29.3,control cabinet,2022-08-08 20:00:13
288,8.8.2022 20:00:15,0.35,31.6,control valve,2022-08-08 20:00:15
289,8.8.2022 20:18:12,0.77,28.0,air fan,2022-08-08 20:18:12
290,8.8.2022 20:18:12,0.4,38.7,HVAC drive,2022-08-08 20:18:12
287,8.8.2022 20:58:08,0.29,52.3,humidifier Condair,2022-08-08 20:58:08
287,8.8.2022 21:00:22,0.38,31.6,control valve,2022-08-08 21:00:22
288,8.8.2022 21:00:26,0.76,29.3,control cabinet,2022-08-08 21:00:26
288,8.8.2022 21:18:25,0.76,28.0,air fan,2022-08-08 21:18:25
289,8.8.2022 21:18:28,0.4,38.7,HVAC drive,2022-08-08 21:18:28
286,8.8.2022 21:58:43,0.31,52.2,humidifier Condair,2022-08-08 21:58:43
286,8.8.2022 22:00:31,0.37,31.6,control valve,2022-08-08 22:00:31
287,8.8.2022 22:00:34,0.76,29.3,control cabinet,2022-08-08 22:00:34
288,8.8.2022 22:18:45,0.5,38.7,HVAC drive,2022-08-08 22:18:45
287,8.8.2022 22:18:49,0.99,28.2,air fan,2022-08-08 22:18:49
285,8.8.2022 23:00:59,0.37,31.7,control valve,2022-08-08 23:00:59
286,8.8.2022 23:01:03,0.76,29.3,control cabinet,2022-08-08 23:01:03
287,8.8.2022 23:19:14,0.41,38.7,HVAC drive,2022-08-08 23:19:14
286,8.8.2022 23:19:16,1.02,28.2,air fan,2022-08-08 23:19:16
286,9.8.2022 00:19:49,0.46,38.8,HVAC drive,2022-08-09 00:19:49
285,9.8.2022 01:20:25,0.47,38.8,HVAC drive,2022-08-09 01:20:25
285,9.8.2022 02:01:54,0.17,52.2,humidifier Condair,2022-08-09 02:01:54
284,9.8.2022 02:02:07,0.39,31.6,control valve,2022-08-09 02:02:07
285,9.8.2022 02:02:11,0.76,29.4,control cabinet,2022-08-09 02:02:11
285,9.8.2022 02:20:33,0.99,28.2,air fan,2022-08-09 02:20:33
284,9.8.2022 02:20:57,0.5,38.8,HVAC drive,2022-08-09 02:20:57
284,9.8.2022 03:02:55,0.17,52.4,humidifier Condair,2022-08-09 03:02:55
284,9.8.2022 03:02:56,0.76,29.4,control cabinet,2022-08-09 03:02:56
283,9.8.2022 04:03:07,0.39,31.6,control valve,2022-08-09 04:03:07
283,9.8.2022 04:03:10,0.77,29.3,control cabinet,2022-08-09 04:03:10
283,9.8.2022 04:03:21,0.73,52.4,humidifier Condair,2022-08-09 04:03:21
282,9.8.2022 05:03:27,0.37,31.6,control valve,2022-08-09 05:03:27
282,9.8.2022 05:03:27,0.76,29.3,control cabinet,2022-08-09 05:03:27
282,9.8.2022 05:03:42,0.77,52.4,humidifier Condair,2022-08-09 05:03:42
284,9.8.2022 05:21:29,0.73,28.1,air fan,2022-08-09 05:21:29
283,9.8.2022 05:22:08,0.5,38.7,HVAC drive,2022-08-09 05:22:08
281,9.8.2022 06:03:46,0.76,29.3,control cabinet,2022-08-09 06:03:46
281,9.8.2022 06:03:46,0.43,31.6,control valve,2022-08-09 06:03:46
281,9.8.2022 06:04:03,0.74,52.5,humidifier Condair,2022-08-09 06:04:03
283,9.8.2022 06:21:41,0.8,28.1,air fan,2022-08-09 06:21:41
282,9.8.2022 06:22:21,0.46,38.7,HVAC drive,2022-08-09 06:22:21
280,9.8.2022 07:04:04,0.76,29.3,control cabinet,2022-08-09 07:04:04
280,9.8.2022 07:04:04,0.47,31.5,control valve,2022-08-09 07:04:04
280,9.8.2022 07:04:24,0.91,52.5,humidifier Condair,2022-08-09 07:04:24
282,9.8.2022 07:21:53,0.88,28.1,air fan,2022-08-09 07:21:53
281,9.8.2022 07:22:33,0.45,38.7,HVAC drive,2022-08-09 07:22:33
279,9.8.2022 08:04:23,0.38,31.5,control valve,2022-08-09 08:04:23
279,9.8.2022 08:04:23,0.8,29.3,control cabinet,2022-08-09 08:04:23
279,9.8.2022 08:04:46,0.77,52.5,humidifier Condair,2022-08-09 08:04:46
281,9.8.2022 08:22:04,0.73,28.1,air fan,2022-08-09 08:22:04
280,9.8.2022 08:22:46,0.6,38.7,HVAC drive,2022-08-09 08:22:46
278,9.8.2022 09:04:42,0.39,31.5,control valve,2022-08-09 09:04:42
278,9.8.2022 09:04:43,0.8,29.3,control cabinet,2022-08-09 09:04:43
278,9.8.2022 09:05:06,0.62,52.5,humidifier Condair,2022-08-09 09:05:06
280,9.8.2022 09:22:18,0.88,28.1,air fan,2022-08-09 09:22:18
279,9.8.2022 09:23:00,0.54,38.6,HVAC drive,2022-08-09 09:23:00
277,9.8.2022 10:05:00,0.36,31.4,control valve,2022-08-09 10:05:00
277,9.8.2022 10:05:01,0.8,29.3,control cabinet,2022-08-09 10:05:01
277,9.8.2022 10:05:27,0.12,52.5,humidifier Condair,2022-08-09 10:05:27
279,9.8.2022 10:22:30,1.17,28.0,air fan,2022-08-09 10:22:30
278,9.8.2022 10:23:15,0.54,38.6,HVAC drive,2022-08-09 10:23:15
276,9.8.2022 11:05:26,0.37,31.3,control valve,2022-08-09 11:05:26
276,9.8.2022 11:05:27,0.77,29.3,control cabinet,2022-08-09 11:05:27
276,9.8.2022 11:05:54,0.34,52.1,humidifier Condair,2022-08-09 11:05:54
278,9.8.2022 11:22:47,0.99,27.8,air fan,2022-08-09 11:22:47
277,9.8.2022 11:23:36,0.47,38.5,HVAC drive,2022-08-09 11:23:36
275,9.8.2022 12:05:57,0.39,31.5,control valve,2022-08-09 12:05:57
275,9.8.2022 12:06:02,0.76,29.3,control cabinet,2022-08-09 12:06:02
275,9.8.2022 12:06:23,0.71,52.3,humidifier Condair,2022-08-09 12:06:23
277,9.8.2022 12:23:03,0.77,27.9,air fan,2022-08-09 12:23:03
276,9.8.2022 12:23:59,0.52,38.6,HVAC drive,2022-08-09 12:23:59
274,9.8.2022 13:06:16,0.33,31.6,control valve,2022-08-09 13:06:16
274,9.8.2022 13:06:19,0.8,29.3,control cabinet,2022-08-09 13:06:19
274,9.8.2022 13:06:44,0.71,52.4,humidifier Condair,2022-08-09 13:06:44
276,9.8.2022 13:23:21,0.73,27.9,air fan,2022-08-09 13:23:21
275,9.8.2022 13:24:18,0.43,38.7,HVAC drive,2022-08-09 13:24:18
273,9.8.2022 14:06:36,0.76,29.3,control cabinet,2022-08-09 14:06:36
273,9.8.2022 14:06:38,0.31,31.5,control valve,2022-08-09 14:06:38
273,9.8.2022 14:07:05,0.28,52.3,humidifier Condair,2022-08-09 14:07:05
275,9.8.2022 14:23:35,0.95,28.0,air fan,2022-08-09 14:23:35
274,9.8.2022 14:24:34,0.44,38.6,HVAC drive,2022-08-09 14:24:34
272,9.8.2022 15:06:56,0.31,31.7,control valve,2022-08-09 15:06:56
272,9.8.2022 15:06:56,0.72,29.5,control cabinet,2022-08-09 15:06:56
272,9.8.2022 15:07:28,0.12,52.5,humidifier Condair,2022-08-09 15:07:28
274,9.8.2022 15:23:45,0.88,28.0,air fan,2022-08-09 15:23:45
273,9.8.2022 15:24:44,0.46,38.8,HVAC drive,2022-08-09 15:24:44
271,9.8.2022 16:07:17,0.34,31.7,control valve,2022-08-09 16:07:17
271,9.8.2022 16:07:18,0.72,29.4,control cabinet,2022-08-09 16:07:18
271,9.8.2022 16:07:55,0.65,52.3,humidifier Condair,2022-08-09 16:07:55
273,9.8.2022 16:23:44,1.06,28.1,air fan,2022-08-09 16:23:44
272,9.8.2022 16:24:54,0.54,38.8,HVAC drive,2022-08-09 16:24:54
270,9.8.2022 17:07:28,0.37,31.6,control valve,2022-08-09 17:07:28
270,9.8.2022 17:07:32,0.77,29.4,control cabinet,2022-08-09 17:07:32
270,9.8.2022 17:08:19,0.73,52.4,humidifier Condair,2022-08-09 17:08:19
272,9.8.2022 17:23:45,0.88,28.0,air fan,2022-08-09 17:23:45
271,9.8.2022 17:25:07,0.47,38.8,HVAC drive,2022-08-09 17:25:07
269,9.8.2022 18:07:38,0.35,31.7,control valve,2022-08-09 18:07:38
269,9.8.2022 18:07:39,0.76,29.4,control cabinet,2022-08-09 18:07:39
269,9.8.2022 18:08:44,0.82,52.4,humidifier Condair,2022-08-09 18:08:44
271,9.8.2022 18:23:49,1.1,28.0,air fan,2022-08-09 18:23:49
270,9.8.2022 18:25:19,0.44,38.8,HVAC drive,2022-08-09 18:25:19
268,9.8.2022 19:07:44,0.39,31.7,control valve,2022-08-09 19:07:44
268,9.8.2022 19:07:46,0.76,29.4,control cabinet,2022-08-09 19:07:46
268,9.8.2022 19:09:06,0.68,52.4,humidifier Condair,2022-08-09 19:09:06
270,9.8.2022 19:23:49,0.8,28.0,air fan,2022-08-09 19:23:49
269,9.8.2022 19:25:32,0.43,38.8,HVAC drive,2022-08-09 19:25:32
267,9.8.2022 20:07:50,0.42,31.7,control valve,2022-08-09 20:07:50
267,9.8.2022 20:07:53,0.77,29.4,control cabinet,2022-08-09 20:07:53
267,9.8.2022 20:09:28,0.69,52.5,humidifier Condair,2022-08-09 20:09:28
269,9.8.2022 20:23:47,0.73,28.0,air fan,2022-08-09 20:23:47
268,9.8.2022 20:25:43,0.41,38.8,HVAC drive,2022-08-09 20:25:43
266,9.8.2022 21:07:58,0.33,31.7,control valve,2022-08-09 21:07:58
266,9.8.2022 21:07:59,0.76,29.4,control cabinet,2022-08-09 21:07:59
266,9.8.2022 21:09:50,0.78,52.5,humidifier Condair,2022-08-09 21:09:50
268,9.8.2022 21:23:47,0.73,28.0,air fan,2022-08-09 21:23:47
267,9.8.2022 21:25:53,0.54,38.8,HVAC drive,2022-08-09 21:25:53
265,9.8.2022 22:08:05,0.33,31.7,control valve,2022-08-09 22:08:05
265,9.8.2022 22:08:07,0.76,29.4,control cabinet,2022-08-09 22:08:07
265,9.8.2022 22:10:11,0.43,52.3,humidifier Condair,2022-08-09 22:10:11
267,9.8.2022 22:23:47,0.91,28.2,air fan,2022-08-09 22:23:47
266,9.8.2022 22:26:04,0.49,38.8,HVAC drive,2022-08-09 22:26:04
264,9.8.2022 23:08:12,0.37,31.7,control valve,2022-08-09 23:08:12
264,9.8.2022 23:08:13,0.8,29.4,control cabinet,2022-08-09 23:08:13
264,9.8.2022 23:10:31,0.17,52.5,humidifier Condair,2022-08-09 23:10:31
266,9.8.2022 23:23:47,0.76,28.2,air fan,2022-08-09 23:23:47
265,9.8.2022 23:26:15,0.54,38.8,HVAC drive,2022-08-09 23:26:15
263,10.8.2022 00:08:18,0.37,31.7,control valve,2022-08-10 00:08:18
263,10.8.2022 00:08:19,0.76,29.5,control cabinet,2022-08-10 00:08:19
263,10.8.2022 00:10:53,0.16,52.5,humidifier Condair,2022-08-10 00:10:53
265,10.8.2022 00:23:46,1.02,28.2,air fan,2022-08-10 00:23:46
264,10.8.2022 00:26:25,0.5,38.8,HVAC drive,2022-08-10 00:26:25
262,10.8.2022 01:11:13,0.88,52.5,humidifier Condair,2022-08-10 01:11:13
264,10.8.2022 01:23:45,0.84,28.2,air fan,2022-08-10 01:23:45
263,10.8.2022 01:26:34,0.49,38.9,HVAC drive,2022-08-10 01:26:34
262,10.8.2022 02:08:45,0.3,31.8,control valve,2022-08-10 02:08:45
262,10.8.2022 02:08:49,0.76,29.5,control cabinet,2022-08-10 02:08:49
261,10.8.2022 02:11:34,0.16,52.5,humidifier Condair,2022-08-10 02:11:34
263,10.8.2022 02:23:43,0.84,28.2,air fan,2022-08-10 02:23:43
262,10.8.2022 02:26:44,0.52,38.9,HVAC drive,2022-08-10 02:26:44
261,10.8.2022 03:08:52,0.36,31.8,control valve,2022-08-10 03:08:52
261,10.8.2022 03:08:56,0.76,29.5,control cabinet,2022-08-10 03:08:56
260,10.8.2022 03:11:54,0.99,52.6,humidifier Condair,2022-08-10 03:11:54
262,10.8.2022 03:23:43,0.66,28.2,air fan,2022-08-10 03:23:43
261,10.8.2022 03:26:54,0.4,38.9,HVAC drive,2022-08-10 03:26:54
260,10.8.2022 04:08:57,0.41,31.7,control valve,2022-08-10 04:08:57
260,10.8.2022 04:09:01,0.8,29.5,control cabinet,2022-08-10 04:09:01
259,10.8.2022 04:12:15,0.16,52.5,humidifier Condair,2022-08-10 04:12:15
261,10.8.2022 04:23:42,0.88,28.3,air fan,2022-08-10 04:23:42
260,10.8.2022 04:27:04,0.52,38.9,HVAC drive,2022-08-10 04:27:04
259,10.8.2022 05:09:02,0.39,31.7,control valve,2022-08-10 05:09:02
259,10.8.2022 05:09:06,0.77,29.5,control cabinet,2022-08-10 05:09:06
258,10.8.2022 05:12:35,0.82,52.5,humidifier Condair,2022-08-10 05:12:35
260,10.8.2022 05:23:41,0.8,28.3,air fan,2022-08-10 05:23:41
259,10.8.2022 05:27:13,0.38,38.8,HVAC drive,2022-08-10 05:27:13
258,10.8.2022 06:09:08,0.36,31.7,control valve,2022-08-10 06:09:08
258,10.8.2022 06:09:12,0.8,29.5,control cabinet,2022-08-10 06:09:12
257,10.8.2022 06:12:56,0.12,52.6,humidifier Condair,2022-08-10 06:12:56
259,10.8.2022 06:23:40,0.87,28.4,air fan,2022-08-10 06:23:40
258,10.8.2022 06:27:23,0.49,38.8,HVAC drive,2022-08-10 06:27:23
257,10.8.2022 07:09:12,0.42,31.7,control valve,2022-08-10 07:09:12
257,10.8.2022 07:09:18,0.8,29.5,control cabinet,2022-08-10 07:09:18
256,10.8.2022 07:13:17,0.17,52.6,humidifier Condair,2022-08-10 07:13:17
258,10.8.2022 07:23:40,1.02,28.3,air fan,2022-08-10 07:23:40
257,10.8.2022 07:27:33,0.4,38.8,HVAC drive,2022-08-10 07:27:33
256,10.8.2022 08:09:17,0.38,31.7,control valve,2022-08-10 08:09:17
256,10.8.2022 08:09:25,0.76,29.5,control cabinet,2022-08-10 08:09:25
255,10.8.2022 08:13:37,0.31,52.5,humidifier Condair,2022-08-10 08:13:37
257,10.8.2022 08:23:38,0.77,28.2,air fan,2022-08-10 08:23:38
256,10.8.2022 08:27:47,0.6,38.7,HVAC drive,2022-08-10 08:27:47
255,10.8.2022 09:09:23,0.37,31.6,control valve,2022-08-10 09:09:23
255,10.8.2022 09:09:32,0.76,29.4,control cabinet,2022-08-10 09:09:32
254,10.8.2022 09:13:58,0.12,52.4,humidifier Condair,2022-08-10 09:13:58
256,10.8.2022 09:23:38,0.8,28.2,air fan,2022-08-10 09:23:38
255,10.8.2022 09:27:57,0.49,38.8,HVAC drive,2022-08-10 09:27:57
254,10.8.2022 10:09:28,0.31,31.6,control valve,2022-08-10 10:09:28
254,10.8.2022 10:09:39,0.72,29.4,control cabinet,2022-08-10 10:09:39
253,10.8.2022 10:14:20,0.12,52.3,humidifier Condair,2022-08-10 10:14:20
255,10.8.2022 10:23:37,0.73,28.2,air fan,2022-08-10 10:23:37
254,10.8.2022 10:28:07,0.49,38.8,HVAC drive,2022-08-10 10:28:07
253,10.8.2022 11:09:33,0.29,31.8,control valve,2022-08-10 11:09:33
253,10.8.2022 11:09:46,0.77,29.7,control cabinet,2022-08-10 11:09:46
252,10.8.2022 11:14:42,0.58,52.2,humidifier Condair,2022-08-10 11:14:42
254,10.8.2022 11:23:36,0.65,28.3,air fan,2022-08-10 11:23:36
253,10.8.2022 11:28:19,0.48,38.8,HVAC drive,2022-08-10 11:28:19
252,10.8.2022 12:09:40,0.31,31.9,control valve,2022-08-10 12:09:40
252,10.8.2022 12:09:52,0.77,29.5,control cabinet,2022-08-10 12:09:52
251,10.8.2022 12:15:02,0.31,52.5,humidifier Condair,2022-08-10 12:15:02
253,10.8.2022 12:23:39,1.06,28.3,air fan,2022-08-10 12:23:39
252,10.8.2022 12:28:29,0.36,38.9,HVAC drive,2022-08-10 12:28:29
251,10.8.2022 13:09:45,0.3,31.8,control valve,2022-08-10 13:09:45
251,10.8.2022 13:09:58,0.8,29.5,control cabinet,2022-08-10 13:09:58
250,10.8.2022 13:15:23,0.28,52.5,humidifier Condair,2022-08-10 13:15:23
252,10.8.2022 13:23:42,0.91,28.3,air fan,2022-08-10 13:23:42
251,10.8.2022 13:28:53,0.52,38.9,HVAC drive,2022-08-10 13:28:53
250,10.8.2022 14:10:10,0.76,29.5,control cabinet,2022-08-10 14:10:10
250,10.8.2022 14:10:19,0.3,31.8,control valve,2022-08-10 14:10:19
249,10.8.2022 14:15:47,0.16,52.4,humidifier Condair,2022-08-10 14:15:47
251,10.8.2022 14:23:50,1.06,28.3,air fan,2022-08-10 14:23:50
250,10.8.2022 14:29:08,0.44,38.9,HVAC drive,2022-08-10 14:29:08
249,10.8.2022 15:10:20,0.77,29.6,control cabinet,2022-08-10 15:10:20
249,10.8.2022 15:10:28,0.33,31.9,control valve,2022-08-10 15:10:28
248,10.8.2022 15:16:08,0.73,52.5,humidifier Condair,2022-08-10 15:16:08
250,10.8.2022 15:23:53,0.77,28.3,air fan,2022-08-10 15:23:53
249,10.8.2022 15:29:20,0.46,39.0,HVAC drive,2022-08-10 15:29:20
248,10.8.2022 16:10:27,0.8,29.6,control cabinet,2022-08-10 16:10:27
248,10.8.2022 16:10:34,0.34,31.8,control valve,2022-08-10 16:10:34
247,10.8.2022 16:16:29,0.64,52.4,humidifier Condair,2022-08-10 16:16:29
249,10.8.2022 16:23:52,1.02,28.3,air fan,2022-08-10 16:23:52
248,10.8.2022 16:29:32,0.44,39.0,HVAC drive,2022-08-10 16:29:32
247,10.8.2022 17:10:35,0.77,29.6,control cabinet,2022-08-10 17:10:35
247,10.8.2022 17:10:39,0.31,31.9,control valve,2022-08-10 17:10:39
246,10.8.2022 17:16:52,0.12,52.4,humidifier Condair,2022-08-10 17:16:52
248,10.8.2022 17:23:50,1.1,28.3,air fan,2022-08-10 17:23:50
247,10.8.2022 17:29:44,0.4,39.0,HVAC drive,2022-08-10 17:29:44
246,10.8.2022 18:10:42,0.76,29.6,control cabinet,2022-08-10 18:10:42
246,10.8.2022 18:10:45,0.33,31.9,control valve,2022-08-10 18:10:45
245,10.8.2022 18:17:15,0.59,52.4,humidifier Condair,2022-08-10 18:17:15
247,10.8.2022 18:23:49,1.02,28.3,air fan,2022-08-10 18:23:49
246,10.8.2022 18:29:54,0.46,39.0,HVAC drive,2022-08-10 18:29:54
245,10.8.2022 19:10:48,0.8,29.6,control cabinet,2022-08-10 19:10:48
245,10.8.2022 19:10:50,0.31,31.9,control valve,2022-08-10 19:10:50
244,10.8.2022 19:17:38,0.69,52.5,humidifier Condair,2022-08-10 19:17:38
246,10.8.2022 19:23:48,0.8,28.3,air fan,2022-08-10 19:23:48
245,10.8.2022 19:30:04,0.49,39.0,HVAC drive,2022-08-10 19:30:04
244,10.8.2022 20:10:54,0.8,29.6,control cabinet,2022-08-10 20:10:54
244,10.8.2022 20:10:55,0.34,31.9,control valve,2022-08-10 20:10:55
243,10.8.2022 20:17:59,0.28,52.5,humidifier Condair,2022-08-10 20:17:59
245,10.8.2022 20:23:47,0.8,28.3,air fan,2022-08-10 20:23:47
244,10.8.2022 20:30:15,0.52,39.0,HVAC drive,2022-08-10 20:30:15
243,10.8.2022 21:11:01,0.37,31.9,control valve,2022-08-10 21:11:01
243,10.8.2022 21:11:01,0.8,29.6,control cabinet,2022-08-10 21:11:01
242,10.8.2022 21:18:19,0.39,52.6,humidifier Condair,2022-08-10 21:18:19
244,10.8.2022 21:23:55,0.73,28.3,air fan,2022-08-10 21:23:55
243,10.8.2022 21:30:26,0.46,39.1,HVAC drive,2022-08-10 21:30:26
242,10.8.2022 22:11:05,0.37,31.9,control valve,2022-08-10 22:11:05
242,10.8.2022 22:11:07,0.77,29.6,control cabinet,2022-08-10 22:11:07
241,10.8.2022 22:18:40,0.68,52.5,humidifier Condair,2022-08-10 22:18:40
243,10.8.2022 22:23:55,0.91,28.4,air fan,2022-08-10 22:23:55
242,10.8.2022 22:30:35,0.43,39.0,HVAC drive,2022-08-10 22:30:35
